,FACILITY,Tool,WBS,Cluster,Fab300_Begin,IIO_Begin,Fab300_End,IIO_End,Cnt,Fab300_Duration,IIO_Duration,Description,IIO_User_id,Fab300_User_id,Modules,Begin,End
628,PLINE300,SEMVISION,31029/01811,6,2022-11-09 06:16:31,2022-11-09 06:00:00,2022-11-09 07:21:20,2022-11-09 08:00:00,1,1.0802777777777777,2.0,Insp,engelen,engelen,,2022-11-09 06:00:00,2022-11-09 08:00:00
629,PLINE300,SEMVISION,32299/00013,0,2022-10-04 07:57:41,2022-10-04 08:00:00,2022-10-04 08:38:19,2022-10-04 10:00:00,1,0.6772222222222222,2.0,sem,beirnaer,beirnaer,,2022-10-04 07:57:41,2022-10-04 10:00:00
630,PLINE300,SEMVISION,32299/00013,1,2022-10-04 16:13:44,2022-10-04 17:00:00,2022-10-04 17:58:45,2022-10-04 18:30:00,1,1.7502777777777778,1.5,sem,dvriendt,dvriendt,,2022-10-04 16:13:44,2022-10-04 18:30:00
631,PLINE300,SEMVISION,32299/00013,2,2022-10-06 07:54:40,2022-10-06 08:00:00,2022-10-06 08:05:34,2022-10-06 10:00:00,1,0.18166666666666667,2.0,sem,beirnaer,beirnaer,,2022-10-06 07:54:40,2022-10-06 10:00:00
632,PLINE300,SEMVISION,32299/00013,3,2022-10-07 08:02:14,2022-10-07 08:00:00,2022-10-07 09:22:08,2022-10-07 10:00:00,1,1.3316666666666668,2.0,sem,beirnaer,beirnaer,,2022-10-07 08:00:00,2022-10-07 10:00:00
633,PLINE300,SEMVISION,32299/00013,4,2022-10-08 08:01:28,2022-10-08 08:00:00,2022-10-08 08:37:08,2022-10-08 11:00:00,1,0.5944444444444444,3.0,sem,dvriendt,dvriendt,,2022-10-08 08:00:00,2022-10-08 11:00:00
634,PLINE300,SEMVISION,32299/00013,5,2022-10-10 07:37:30,2022-10-10 08:00:00,2022-10-10 08:38:47,2022-10-10 10:00:00,1,1.021388888888889,2.0,sem,dvriendt,heyvaerc,,2022-10-10 07:37:30,2022-10-10 10:00:00
635,PLINE300,SEMVISION,32299/00013,6,2022-10-11 08:58:23,2022-10-11 08:00:00,2022-10-11 10:03:48,2022-10-11 10:00:00,1,1.0902777777777777,2.0,verlof,dvriendt,beirnaer,,2022-10-11 08:00:00,2022-10-11 10:03:48
636,PLINE300,SEMVISION,32299/00013,7,2022-10-11 16:21:00,2022-10-11 17:00:00,2022-10-11 17:05:29,2022-10-11 18:30:00,1,0.7413888888888889,1.5,sem,beirnaer,cochet,,2022-10-11 16:21:00,2022-10-11 18:30:00
637,PLINE300,SEMVISION,32299/00013,8,2022-10-13 08:40:33,2022-10-13 08:00:00,2022-10-13 09:50:03,2022-10-13 10:00:00,1,1.1583333333333334,2.0,sem,dvriendt,dvriendt,,2022-10-13 08:00:00,2022-10-13 10:00:00
638,PLINE300,SEMVISION,32299/00013,9,2022-10-14 07:28:54,2022-10-14 08:00:00,2022-10-14 08:59:23,2022-10-14 09:00:00,1,1.5080555555555555,1.0,sem,dvriendt,dvriendt,,2022-10-14 07:28:54,2022-10-14 09:00:00
639,PLINE300,SEMVISION,32299/00013,10,2022-10-14 10:49:16,2022-10-14 11:00:00,2022-10-14 12:05:56,2022-10-14 12:00:00,1,1.2777777777777777,1.0,sem,dvriendt,dvriendt,,2022-10-14 10:49:16,2022-10-14 12:05:56
640,PLINE300,SEMVISION,32299/00013,11,2022-10-14 15:12:01,2022-10-14 15:00:00,2022-10-14 16:43:06,2022-10-14 17:00:00,1,1.5180555555555555,2.0,sem,beirnaer,beirnaer,,2022-10-14 15:00:00,2022-10-14 17:00:00
641,PLINE300,SEMVISION,32299/00013,12,2022-10-15 07:51:39,2022-10-15 08:00:00,2022-10-15 09:00:33,2022-10-15 10:00:00,1,1.1483333333333334,2.0,sem,beirnaer,beirnaer,,2022-10-15 07:51:39,2022-10-15 10:00:00
642,PLINE300,SEMVISION,32299/00013,13,2022-10-19 10:56:26,2022-10-19 10:00:00,2022-10-19 12:53:57,2022-10-19 12:00:00,1,1.958611111111111,2.0,sem,beirnaer,beirnaer,,2022-10-19 10:00:00,2022-10-19 12:53:57
643,PLINE300,SEMVISION,32299/00013,14,2022-10-19 13:56:10,2022-10-19 14:00:00,2022-10-19 17:51:50,2022-10-19 18:30:00,1,3.9277777777777776,4.5,sem;SEM FIB,dvriendt,dvriendt,,2022-10-19 13:56:10,2022-10-19 18:30:00
644,PLINE300,SEMVISION,32299/00013,15,2022-10-20 09:15:40,2022-10-20 08:00:00,2022-10-20 09:50:42,2022-10-20 10:00:00,1,0.5838888888888889,2.0,sem,beirnaer,beirnaer,,2022-10-20 08:00:00,2022-10-20 10:00:00
645,PLINE300,SEMVISION,32299/00013,16,2022-10-21 08:20:52,2022-10-21 08:30:00,2022-10-21 11:07:56,2022-10-21 11:00:00,1,2.7844444444444445,2.5,sem,beirnaer,beirnaer,,2022-10-21 08:20:52,2022-10-21 11:07:56
646,PLINE300,SEMVISION,32299/00013,17,2022-10-22 09:42:24,2022-10-22 09:00:00,2022-10-22 10:35:14,2022-10-22 11:00:00,1,0.8805555555555555,2.0,sem,dvriendt,dvriendt,,2022-10-22 09:00:00,2022-10-22 11:00:00
647,PLINE300,SEMVISION,32299/00013,18,2022-10-25 08:18:48,2022-10-25 08:00:00,2022-10-25 09:23:23,2022-10-25 10:00:00,1,1.0763888888888888,2.0,sem,dvriendt,dvriendt,,2022-10-25 08:00:00,2022-10-25 10:00:00
648,PLINE300,SEMVISION,32299/00013,19,2022-10-27 08:05:46,2022-10-27 08:00:00,2022-10-27 08:59:56,2022-10-27 10:00:00,1,0.9027777777777778,2.0,sem,dvriendt,dvriendt,,2022-10-27 08:00:00,2022-10-27 10:00:00
649,PLINE300,SEMVISION,32299/00013,20,2022-10-27 17:00:08,2022-10-27 17:00:00,2022-10-27 17:27:24,2022-10-27 18:30:00,1,0.45444444444444443,1.5,sem,beirnaer,beirnaer,,2022-10-27 17:00:00,2022-10-27 18:30:00
650,PLINE300,SEMVISION,32299/00013,21,2022-10-29 08:13:08,2022-10-29 08:00:00,2022-10-29 09:27:53,2022-10-29 10:30:00,1,1.2458333333333333,2.5,sem,beirnaer,beirnaer,,2022-10-29 08:00:00,2022-10-29 10:30:00
651,PLINE300,SEMVISION,32299/00013,22,2022-11-02 10:11:16,2022-11-02 10:00:00,2022-11-02 12:54:15,2022-11-02 12:00:00,1,2.716388888888889,2.0,sem,beirnaer,beirnaer,,2022-11-02 10:00:00,2022-11-02 12:54:15
652,PLINE300,SEMVISION,32299/00013,23,2022-11-04 07:54:47,2022-11-04 08:00:00,2022-11-04 10:02:24,2022-11-04 10:00:00,2,2.1258333333333335,4.0,sem,beirnaer,beirnaer,,2022-11-04 07:54:47,2022-11-04 10:02:24
653,PLINE300,SEMVISION,32299/00013,25,2022-11-07 09:58:00,2022-11-07 08:00:00,2022-11-07 12:11:44,2022-11-07 12:00:00,1,2.2288888888888887,4.0,sem,dvriendt;beirnaer,beirnaer,,2022-11-07 08:00:00,2022-11-07 12:11:44
654,PLINE300,SEMVISION,32299/00013,26,2022-11-08 16:59:43,2022-11-08 17:00:00,2022-11-08 18:32:28,2022-11-08 18:30:00,1,1.5458333333333334,1.5,sem,beirnaer,beirnaer,,2022-11-08 16:59:43,2022-11-08 18:32:28
655,PLINE300,SEMVISION,32299/00013,27,2022-11-09 10:12:48,2022-11-09 10:00:00,2022-11-09 12:10:46,2022-11-09 12:00:00,1,1.9661111111111111,2.0,sem,dvriendt,dvriendt,,2022-11-09 10:00:00,2022-11-09 12:10:46
656,PLINE300,SEMVISION,32299/00013,28,2022-11-09 14:38:16,2022-11-09 15:00:00,2022-11-09 18:07:56,2022-11-09 18:30:00,1,3.4944444444444445,3.5,sem,beirnaer,beirnaer,,2022-11-09 14:38:16,2022-11-09 18:30:00
657,PLINE300,SEMVISION,32299/00013,29,2022-11-10 07:07:35,2022-11-10 08:00:00,2022-11-10 08:04:39,2022-11-10 10:00:00,1,0.9511111111111111,2.0,sem,dvriendt,dvriendt,,2022-11-10 07:07:35,2022-11-10 10:00:00
658,PLINE300,SEMVISION,32299/01084,0,2022-11-09 20:02:41,2022-11-09 20:00:00,2022-11-09 20:43:06,2022-11-09 21:30:00,1,0.6736111111111112,1.5,Devinps,janard53,janard53,,2022-11-09 20:00:00,2022-11-09 21:30:00
659,PLINE300,SEMVISION,36003/36503,0,2022-10-06 15:14:40,2022-10-06 15:00:00,2022-10-06 16:58:41,2022-10-06 17:00:00,1,1.7336111111111112,2.0,devinp,stiersk,stiersk,,2022-10-06 15:00:00,2022-10-06 17:00:00
660,PLINE300,SEMVISION,36003/36504,0,2022-10-06 10:00:32,2022-10-06 10:00:00,2022-10-06 12:23:02,2022-10-06 12:00:00,2,2.373611111111111,4.0,devinp,stiersk,stiersk,,2022-10-06 10:00:00,2022-10-06 12:23:02
661,PLINE300,SEMVISION,37004/37141,0,2022-10-31 05:56:57,2022-10-31 06:00:00,2022-10-31 06:36:48,2022-10-31 08:00:00,1,0.6641666666666667,2.0,Insp,redants,redants,,2022-10-31 05:56:57,2022-10-31 08:00:00
662,PLINE300,SEMVISION,37004/37141,1,2022-11-08 06:11:20,2022-11-08 06:00:00,2022-11-08 07:55:26,2022-11-08 08:00:00,1,1.735,2.0,Insp,engelen,engelen,,2022-11-08 06:00:00,2022-11-08 08:00:00
663,PLINE300,SEMVISION,37004/37141,2,2022-11-08 13:57:04,2022-11-08 14:00:00,2022-11-08 14:11:35,2022-11-08 15:00:00,1,0.24194444444444443,1.0,Insp,maes72,maes72,,2022-11-08 13:57:04,2022-11-08 15:00:00
664,PLINE300,SEMVISION,39320/36502,0,2022-10-11 10:10:04,2022-10-11 10:00:00,2022-10-11 11:26:03,2022-10-11 12:00:00,1,1.2663888888888888,2.0,Pline use,dutrow20,dutrow20,,2022-10-11 10:00:00,2022-10-11 12:00:00
665,PLINE300,SEMVISION,43001/01666,0,2022-11-09 13:54:02,2022-11-09 14:00:00,2022-11-09 14:29:25,2022-11-09 15:00:00,1,0.5897222222222223,1.0,Insp,dusar,redants,,2022-11-09 13:54:02,2022-11-09 15:00:00
666,PLINE300,SEMVISION,43001/43193,0,2022-10-04 06:09:47,2022-10-04 06:00:00,2022-10-04 06:22:32,2022-10-04 08:00:00,1,0.2125,2.0,Insp,redants,redants,,2022-10-04 06:00:00,2022-10-04 08:00:00
667,PLINE300,SEMVISION,43001/43193,1,2022-10-05 05:48:41,2022-10-05 06:00:00,2022-10-05 07:14:26,2022-10-05 08:00:00,1,1.4291666666666667,2.0,Insp,redants,redants,,2022-10-05 05:48:41,2022-10-05 08:00:00
668,PLINE300,SEMVISION,43001/43193,2,2022-10-05 18:29:22,2022-10-05 18:30:00,2022-10-05 21:05:30,2022-10-05 20:00:00,1,2.602222222222222,1.5,Insp,engelen,engelen,,2022-10-05 18:29:22,2022-10-05 21:05:30
669,PLINE300,SEMVISION,43001/43193,3,2022-10-12 13:54:23,2022-10-12 14:00:00,2022-10-12 14:39:03,2022-10-12 15:00:00,1,0.7444444444444445,1.0,Insp,dusar,redants,,2022-10-12 13:54:23,2022-10-12 15:00:00
670,PLINE300,SEMVISION,43001/43193,4,2022-10-17 05:57:21,2022-10-17 06:00:00,2022-10-17 08:07:16,2022-10-17 08:00:00,2,2.1641666666666666,4.0,Insp,redants,redants,,2022-10-17 05:57:21,2022-10-17 08:07:16
671,PLINE300,SEMVISION,43001/43193,6,2022-10-17 14:11:39,2022-10-17 14:00:00,2022-10-17 14:32:43,2022-10-17 15:00:00,1,0.3511111111111111,1.0,Insp,engelen,engelen,,2022-10-17 14:00:00,2022-10-17 15:00:00
672,PLINE300,SEMVISION,43001/43193,7,2022-10-18 06:01:08,2022-10-18 06:00:00,2022-10-18 07:01:38,2022-10-18 08:00:00,1,1.0083333333333333,2.0,Insp,redants,redants,,2022-10-18 06:00:00,2022-10-18 08:00:00
673,PLINE300,SEMVISION,43001/43193,8,2022-10-22 06:27:07,2022-10-22 06:00:00,2022-10-22 08:33:06,2022-10-22 09:00:00,1,2.0997222222222223,3.0,Insp,engelen,engelen,,2022-10-22 06:00:00,2022-10-22 09:00:00
674,PLINE300,SEMVISION,43001/43193,9,2022-10-23 06:58:35,2022-10-23 06:00:00,2022-10-23 09:28:02,2022-10-23 09:00:00,1,2.4908333333333332,3.0,Insp,engelen,engelen,,2022-10-23 06:00:00,2022-10-23 09:28:02
675,PLINE300,SEMVISION,43013/97275,0,2022-11-03 06:08:43,2022-11-03 06:00:00,2022-11-03 07:43:33,2022-11-03 08:00:00,1,1.5805555555555555,2.0,Insp,redants,redants,,2022-11-03 06:00:00,2022-11-03 08:00:00
676,PLINE300,SEMVISION,44999/01997,0,2022-10-19 18:01:45,2022-10-19 18:30:00,2022-10-19 20:17:41,2022-10-19 20:00:00,1,2.2655555555555558,1.5,Insp,engelen,engelen,,2022-10-19 18:01:45,2022-10-19 20:17:41
677,PLINE300,SEMVISION,44999/01997,1,2022-10-20 05:56:34,2022-10-20 06:00:00,2022-10-20 07:27:58,2022-10-20 08:00:00,2,1.5219444444444443,4.0,Insp,redants,redants,,2022-10-20 05:56:34,2022-10-20 08:00:00
678,PLINE300,SEMVISION,44999/01997,3,2022-10-20 18:54:46,2022-10-20 18:30:00,2022-10-20 20:05:49,2022-10-20 20:00:00,1,1.1841666666666666,1.5,Insp,engelen,engelen,,2022-10-20 18:30:00,2022-10-20 20:05:49
679,PLINE300,SEMVISION,44999/01997,4,2022-10-21 13:41:37,2022-10-21 14:00:00,2022-10-21 14:59:37,2022-10-21 15:00:00,1,1.3,1.0,Insp,maes72,maes72,,2022-10-21 13:41:37,2022-10-21 15:00:00
680,PLINE300,SEMVISION,98300/01158,0,2022-10-06 13:09:53,2022-10-06 14:00:00,2022-10-06 14:24:31,2022-10-06 15:00:00,1,1.2438888888888888,1.0,Insp,maes72,maes72,,2022-10-06 13:09:53,2022-10-06 15:00:00
681,PLINE300,SEMVISION,98300/01618,0,2022-10-13 13:50:27,2022-10-13 14:00:00,2022-10-13 14:50:08,2022-10-13 15:00:00,1,0.9947222222222222,1.0,i,maes72,maes72,,2022-10-13 13:50:27,2022-10-13 15:00:00
682,PLINE300,SEMVISION,98300/01618,1,2022-11-02 14:24:35,2022-11-02 14:00:00,2022-11-02 16:37:12,2022-11-02 15:00:00,1,2.210277777777778,1.0,Insp,dusar,dusar,,2022-11-02 14:00:00,2022-11-02 16:37:12
683,PLINE300,SEMVISION,98300/14175,0,2022-10-25 14:01:12,2022-10-25 14:00:00,2022-10-25 14:22:49,2022-10-25 15:00:00,1,0.36027777777777775,1.0,i,maes72,maes72,,2022-10-25 14:00:00,2022-10-25 15:00:00
684,PLINE300,SP5,30990/32063,0,2022-10-03 11:42:43,2022-10-03 12:00:00,2022-10-03 12:52:29,2022-10-03 13:00:00,1,1.1627777777777777,1.0,particles on blanket,knaepen,marian80,,2022-10-03 11:42:43,2022-10-03 13:00:00
685,PLINE300,SP5,30990/32063,1,2022-10-04 09:31:34,2022-10-04 09:30:00,2022-10-04 10:00:05,2022-10-04 10:00:00,1,0.4752777777777778,0.5,pre measurements,knaepen,stokhof,,2022-10-04 09:30:00,2022-10-04 10:00:05
686,PLINE300,SP5,30990/32063,2,2022-10-04 12:03:22,2022-10-04 12:00:00,2022-10-04 13:08:59,2022-10-04 13:00:00,1,1.093611111111111,1.0,pre measurements,knaepen,stokhof,,2022-10-04 12:00:00,2022-10-04 13:08:59
687,PLINE300,SP5,30990/32063,3,2022-10-04 15:05:34,2022-10-04 15:00:00,2022-10-04 15:47:57,2022-10-04 16:00:00,1,0.7063888888888888,1.0,metro,knaepen,carval53,,2022-10-04 15:00:00,2022-10-04 16:00:00
688,PLINE300,SP5,30990/32063,4,2022-10-05 09:18:34,2022-10-05 09:00:00,2022-10-05 09:32:41,2022-10-05 10:00:00,1,0.23527777777777778,1.0,shift work measurement;particles on blanket,knaepen,hsingy35,,2022-10-05 09:00:00,2022-10-05 10:00:00
689,PLINE300,SP5,30990/32063,5,2022-10-05 12:10:14,2022-10-05 12:00:00,2022-10-05 12:35:35,2022-10-05 13:00:00,1,0.4225,1.0,metro,knaepen,hsingy35,,2022-10-05 12:00:00,2022-10-05 13:00:00
690,PLINE300,SP5,30990/32063,6,2022-10-05 14:51:04,2022-10-05 15:00:00,2022-10-05 15:27:29,2022-10-05 16:00:00,1,0.6069444444444444,1.0,metro,knaepen,arnou66,,2022-10-05 14:51:04,2022-10-05 16:00:00
691,PLINE300,SP5,30990/32063,7,2022-10-14 12:20:00,2022-10-14 12:00:00,2022-10-14 13:04:10,2022-10-14 13:00:00,1,0.7361111111111112,1.0,post oxidation,knaepen,stokhof,,2022-10-14 12:00:00,2022-10-14 13:04:10
692,PLINE300,SP5,30990/32063,8,2022-10-14 15:01:17,2022-10-14 15:00:00,2022-10-14 15:34:07,2022-10-14 16:00:00,1,0.5472222222222223,1.0,post oxidation,knaepen,zhou49,,2022-10-14 15:00:00,2022-10-14 16:00:00
693,PLINE300,SP5,30990/32063,9,2022-10-17 15:03:35,2022-10-17 15:00:00,2022-10-17 15:40:45,2022-10-17 16:00:00,1,0.6194444444444445,1.0,metro,knaepen,netsou48,,2022-10-17 15:00:00,2022-10-17 16:00:00
694,PLINE300,SP5,30990/32063,10,2022-10-18 12:09:29,2022-10-18 12:00:00,2022-10-18 12:33:47,2022-10-18 13:00:00,1,0.405,1.0,post oxidation,knaepen,hsingy35,,2022-10-18 12:00:00,2022-10-18 13:00:00
695,PLINE300,SP5,30990/32063,11,2022-10-19 12:25:39,2022-10-19 12:00:00,2022-10-19 12:58:19,2022-10-19 13:00:00,1,0.5444444444444444,1.0,metro,knaepen,marian80,,2022-10-19 12:00:00,2022-10-19 13:00:00
696,PLINE300,SP5,30990/32063,12,2022-10-21 12:01:29,2022-10-21 12:00:00,2022-10-21 12:53:53,2022-10-21 13:00:00,1,0.8733333333333333,1.0,blanket wafers,knaepen,stokhof,,2022-10-21 12:00:00,2022-10-21 13:00:00
697,PLINE300,SP5,30990/32063,13,2022-10-24 12:13:25,2022-10-24 12:00:00,2022-10-24 12:56:43,2022-10-24 13:00:00,1,0.7216666666666667,1.0,measure full lots of wafers,knaepen,marian80,,2022-10-24 12:00:00,2022-10-24 13:00:00
698,PLINE300,SP5,30990/32063,14,2022-10-24 15:01:06,2022-10-24 15:00:00,2022-10-24 15:04:36,2022-10-24 16:00:00,1,0.058333333333333334,1.0,measure full lot of wafers,knaepen,netsou48,,2022-10-24 15:00:00,2022-10-24 16:00:00
699,PLINE300,SP5,30990/32063,15,2022-10-27 11:58:21,2022-10-27 12:00:00,2022-10-27 12:56:01,2022-10-27 13:00:00,1,0.9611111111111111,1.0,blanket wafers,knaepen,zhou49,,2022-10-27 11:58:21,2022-10-27 13:00:00
700,PLINE300,SP5,30990/32063,16,2022-10-28 12:17:38,2022-10-28 12:00:00,2022-10-28 13:28:57,2022-10-28 13:00:00,1,1.188611111111111,1.0,blanket wafers,knaepen,stokhof,,2022-10-28 12:00:00,2022-10-28 13:28:57
701,PLINE300,SP5,30990/32063,17,2022-10-31 09:31:45,2022-10-31 09:30:00,2022-10-31 09:56:38,2022-10-31 10:00:00,1,0.4147222222222222,0.5,measurement,arnou66,arnou66,,2022-10-31 09:30:00,2022-10-31 10:00:00
702,PLINE300,SP5,30990/32063,18,2022-11-10 15:04:15,2022-11-10 15:00:00,2022-11-10 15:28:25,2022-11-10 15:30:00,1,0.4027777777777778,0.5,metro,knaepen,arnou66,,2022-11-10 15:00:00,2022-11-10 15:30:00
703,PLINE300,SP5,31199/30079,0,2022-10-02 12:04:46,2022-10-02 12:00:00,2022-10-02 12:33:51,2022-10-02 12:30:00,1,0.4847222222222222,0.5,test,le27,le27,,2022-10-02 12:00:00,2022-10-02 12:33:51
704,PLINE300,SP5,31199/31191,0,2022-10-13 12:13:00,2022-10-13 12:00:00,2022-10-13 12:22:05,2022-10-13 13:00:00,1,0.15138888888888888,1.0,scrnjdp,vanderey,vanderey,,2022-10-13 12:00:00,2022-10-13 13:00:00
705,PLINE300,SP5,31199/31247,0,2022-10-13 09:38:45,2022-10-13 09:30:00,2022-10-13 10:06:32,2022-10-13 10:00:00,1,0.46305555555555555,0.5,INPRIA,giorda12,wouter51,,2022-10-13 09:30:00,2022-10-13 10:06:32
706,PLINE300,SP5,32005/01711,0,2022-11-10 15:29:46,2022-11-10 15:30:00,2022-11-10 16:05:47,2022-11-10 16:00:00,1,0.6002777777777778,0.5,check klarf recipe set up,kenis,kenis,,2022-11-10 15:29:46,2022-11-10 16:05:47
707,PLINE300,SP5,32399/30027,0,2022-11-09 15:06:20,2022-11-09 15:00:00,2022-11-09 15:10:02,2022-11-09 16:00:00,1,0.06166666666666667,1.0,measurement,sebai,sebai,,2022-11-09 15:00:00,2022-11-09 16:00:00
708,PLINE300,SU8000,31199/00650,0,2022-10-12 18:48:20,2022-10-12 18:30:00,2022-10-12 19:11:39,2022-10-12 20:00:00,1,0.38861111111111113,1.5,x sem,vdbroecn,vdbroecn,,2022-10-12 18:30:00,2022-10-12 20:00:00
709,PLINE300,SU8000,31199/01988,0,2022-10-05 07:12:08,2022-10-05 07:00:00,2022-10-05 07:51:34,2022-10-05 08:30:00,1,0.6572222222222223,1.5,x-sem,vdbroecn,vdbroecn,,2022-10-05 07:00:00,2022-10-05 08:30:00
710,PLINE300,SU8000,31199/02271,0,2022-10-27 17:18:58,2022-10-27 17:00:00,2022-10-27 18:46:45,2022-10-27 18:00:00,1,1.4630555555555556,1.0,x sem,vdbroecn,vdbroecn,,2022-10-27 17:00:00,2022-10-27 18:46:45
711,PLINE300,SU8000,31199/02272,0,2022-10-07 09:52:34,2022-10-07 09:00:00,2022-10-07 10:09:35,2022-10-07 10:00:00,1,0.2836111111111111,1.0,LM IL sample inspection,santra78,santra78,,2022-10-07 09:00:00,2022-10-07 10:09:35
712,PLINE300,SU8000,31199/02272,1,2022-10-13 14:12:24,2022-10-13 14:00:00,2022-10-13 16:56:29,2022-10-13 17:00:00,1,2.734722222222222,3.0,AttoLab IL sample inspection,santra78,santra78,,2022-10-13 14:00:00,2022-10-13 17:00:00
713,PLINE300,SU8000,31199/31191,0,2022-11-03 06:37:13,2022-11-03 06:30:00,2022-11-03 08:20:44,2022-11-03 09:00:00,1,1.7252777777777777,2.5,x-sem,vdbroecn,vdbroecn,,2022-11-03 06:30:00,2022-11-03 09:00:00
714,PLINE300,SU8000,31199/31811,0,2022-10-18 06:50:14,2022-10-18 06:30:00,2022-10-18 08:36:11,2022-10-18 08:30:00,1,1.7658333333333334,2.0,x-sem,vdbroecn,vdbroecn,,2022-10-18 06:30:00,2022-10-18 08:36:11
715,PLINE300,SU8000,31199/31811,1,2022-10-24 06:40:35,2022-10-24 06:30:00,2022-10-24 09:27:44,2022-10-24 08:30:00,1,2.785833333333333,2.0,x sem,vdbroecn,vdbroecn,,2022-10-24 06:30:00,2022-10-24 09:27:44
716,PLINE300,SU8000,31299/31900,0,2022-10-10 09:40:16,2022-10-10 09:00:00,2022-10-10 10:25:53,2022-10-10 10:00:00,1,0.7602777777777778,1.0,x,goossen,billin72,,2022-10-10 09:00:00,2022-10-10 10:25:53
717,PLINE300,SU8000,31699/00055,0,2022-10-29 04:02:20,2022-10-29 05:00:00,2022-10-29 06:08:29,2022-10-29 07:00:00,1,2.1025,2.0,PROCES,caluwaer,caluwaer,,2022-10-29 04:02:20,2022-10-29 07:00:00
718,PLINE300,SU8000,42199/00160,0,2022-10-20 03:49:04,2022-10-20 04:00:00,2022-10-20 09:43:42,2022-10-20 10:00:00,1,5.910555555555556,6.0,FAB XSEM support,caluwaer,caluwaer,,2022-10-20 03:49:04,2022-10-20 10:00:00
719,PLINE300,SU8000,42199/00160,1,2022-10-21 04:24:15,2022-10-21 04:00:00,2022-10-21 08:48:13,2022-10-21 10:00:00,1,4.399444444444445,6.0,FAB XSEM support,caluwaer,caluwaer,,2022-10-21 04:00:00,2022-10-21 10:00:00
720,PLINE300,SU8000,42199/00160,2,2022-10-22 03:51:53,2022-10-22 04:00:00,2022-10-22 09:33:10,2022-10-22 10:00:00,1,5.688055555555556,6.0,FAB XSEM support,caluwaer,caluwaer,,2022-10-22 03:51:53,2022-10-22 10:00:00
721,PLINE300,SU8000,98300/14175,0,2022-10-12 07:16:27,2022-10-12 07:30:00,2022-10-12 08:26:35,2022-10-12 09:00:00,1,1.1688888888888889,1.5,xsem,maes72,maes72,,2022-10-12 07:16:27,2022-10-12 09:00:00
722,PLINE300,SU8000,98300/14175,1,2022-11-08 09:01:50,2022-11-08 08:30:00,2022-11-08 10:20:56,2022-11-08 10:00:00,1,1.3183333333333334,1.5,xsem,maes72,maes72,,2022-11-08 08:30:00,2022-11-08 10:20:56
723,PLINE300,SU8000,98601/36003,0,2022-10-25 08:50:19,2022-10-25 08:30:00,2022-10-25 13:02:49,2022-10-25 10:00:00,1,4.208333333333333,1.5,xsem,maes72,maes72,,2022-10-25 08:30:00,2022-10-25 13:02:49
724,PLINE300,TECNAIF30,42199/00160,0,2022-10-12 08:41:24,2022-10-12 08:00:00,2022-10-12 10:02:20,2022-10-12 10:30:00,1,1.3488888888888888,2.5,calibration,richardo,richardo,,2022-10-12 08:00:00,2022-10-12 10:30:00
725,PLINE300,TECNAIF30,42199/00160,1,2022-10-13 08:39:33,2022-10-13 08:00:00,2022-10-13 13:27:56,2022-10-13 13:00:00,1,4.806388888888889,5.0,training,koylan92,richardo,,2022-10-13 08:00:00,2022-10-13 13:27:56
726,PLINE300,TECNAIF30,42199/00160,2,2022-10-19 10:06:20,2022-10-19 09:30:00,2022-10-19 12:14:44,2022-10-19 12:30:00,1,2.14,3.0,training,koylan92,koylan92,,2022-10-19 09:30:00,2022-10-19 12:30:00
727,PLINE300,TECNAIF30,42199/00160,3,2022-10-20 09:37:09,2022-10-20 09:00:00,2022-10-20 15:00:37,2022-10-20 14:00:00,1,5.391111111111111,5.0,training,koylan92,koylan92,,2022-10-20 09:00:00,2022-10-20 15:00:37
728,PLINE300,TECNAIF30,42199/00160,4,2022-10-27 09:16:37,2022-10-27 09:00:00,2022-10-27 21:43:30,2022-10-27 15:00:00,1,12.448055555555555,6.0,mos2,koylan92,koylan92,,2022-10-27 09:00:00,2022-10-27 21:43:30
729,PLINE300,TECNAIF30,42199/00160,5,2022-10-28 11:19:05,2022-10-28 12:00:00,2022-10-28 16:45:42,2022-10-28 17:00:00,1,5.443611111111111,5.0,mos2,koylan92,koylan92,,2022-10-28 11:19:05,2022-10-28 17:00:00
730,PLINE300,TECNAIF30,42199/00160,6,2022-10-31 09:21:18,2022-10-31 09:00:00,2022-10-31 13:35:15,2022-10-31 16:00:00,1,4.2325,7.0,training,koylan92,koylan92,,2022-10-31 09:00:00,2022-10-31 16:00:00
731,PLINE300,TECNAIF30,42199/00160,7,2022-11-10 09:47:24,2022-11-10 09:00:00,2022-11-10 14:03:18,2022-11-10 15:00:00,1,4.265,6.0,trainig,koylan92,koylan92,,2022-11-10 09:00:00,2022-11-10 15:00:00
732,PLINE300,TEL_LEAGA,32005/01675,0,2022-10-03 10:21:01,2022-10-03 10:00:00,2022-10-03 19:48:27,2022-10-03 16:00:00,1,9.457222222222223,6.0,"Oxi, SiN etch optimization",muraki29,muraki29,LP2;PM4;PM1,2022-10-03 10:00:00,2022-10-03 19:48:27
733,PLINE300,TEL_LEAGA,32005/01675,1,2022-10-04 10:16:25,2022-10-04 10:00:00,2022-10-04 13:37:35,2022-10-04 16:00:00,1,3.352777777777778,6.0,"Oxi, SiN etch optimization",muraki29,muraki29,LP2;PM4;PM1,2022-10-04 10:00:00,2022-10-04 16:00:00
