,WBS,Tool,FACILITY,Begin,End,Modules,Description,User_id,IIO_Res_id
690,31199/30079,TR1000,PLINE300,2022-11-06 08:00:00,2022-11-06 10:00:00,,JSR slot,robber85,1306
691,31199/30079,TR1000,PLINE300,2022-11-06 13:00:00,2022-11-06 15:00:00,,JSR slot,robber85,1307
692,31199/30079,TR1000,PLINE300,2022-11-07 08:00:00,2022-11-07 10:00:00,,test,cloost23,1308
693,31199/30079,TR1000,PLINE300,2022-11-08 00:00:00,2022-11-08 02:00:00,,JSR;test,perrem78;vleerb85,1309
694,31199/30079,TR1000,PLINE300,2022-11-09 08:00:00,2022-11-09 12:00:00,,JSR processing time;test,cloost23;perrem78,1310
695,31199/30079,TR1000,PLINE300,2022-11-09 17:00:00,2022-11-09 19:00:00,,JSR,perrem78,1311
696,31199/30079,TR1000,PLINE300,2022-11-10 08:00:00,2022-11-10 10:00:00,,test,cloost23,1312
697,31199/30079,TR1000,PLINE300,2022-11-10 17:00:00,2022-11-10 19:00:00,,JSR,perrem78,1313
698,31199/30079,TR1000,PLINE300,2022-11-14 08:00:00,2022-11-14 10:00:00,,test,cloost23,1314
699,31199/30079,TR1000,PLINE300,2022-11-15 00:00:00,2022-11-15 02:00:00,,test,vleerb85,1315
700,31199/30079,TR1000,PLINE300,2022-11-15 09:00:00,2022-11-15 11:00:00,,JSR,perrem78,1316
701,31199/30079,TR1000,PLINE300,2022-11-16 00:00:00,2022-11-16 02:00:00,,JSR,perrem78,1317
702,31199/30079,TR1000,PLINE300,2022-11-16 08:00:00,2022-11-16 10:00:00,,test,cloost23,1318
703,31199/30079,TR1000,PLINE300,2022-11-17 00:00:00,2022-11-17 02:00:00,,JSR,perrem78,1319
704,31199/30079,TR1000,PLINE300,2022-11-17 08:00:00,2022-11-17 10:00:00,,test,cloost23,1320
705,31199/30079,TR1000,PLINE300,2022-11-18 08:00:00,2022-11-18 10:00:00,,test,cloost23,1321
825,31199/31247,TR1000,PLINE300,2022-11-15 14:00:00,2022-11-15 16:00:00,,Inpria,deschepp,1322
1450,98600/00962,TR1000,PLINE300,2022-11-01 14:00:00,2022-11-01 14:30:00,,scanner,dauend87,1323
155,31199/00650,TR1950,PLINE300,2022-11-15 08:00:00,2022-11-15 09:00:00,TOPL,DSA,verstr99,1324
294,31199/01413,TR1950,PLINE300,2022-10-31 17:00:00,2022-10-31 18:00:00,BOTL;TOPL,m,vdries51,1325
364,31199/01680,TR1950,PLINE300,2022-11-03 13:00:00,2022-11-03 14:00:00,TOPL,UL coaoting,kim94,1326
365,31199/01680,TR1950,PLINE300,2022-11-17 14:00:00,2022-11-17 14:30:00,BOTL,DSA,kampit73,1327
763,31199/31147,TR1950,PLINE300,2022-11-04 10:00:00,2022-11-04 11:00:00,BOTL,rax,kim69,1328
764,31199/31147,TR1950,PLINE300,2022-11-04 13:00:00,2022-11-04 14:00:00,BOTL,rax,kim69,1329
765,31199/31147,TR1950,PLINE300,2022-11-17 09:00:00,2022-11-17 11:00:00,BOTL,rax,kim69,1330
766,31199/31147,TR1950,PLINE300,2022-11-17 14:30:00,2022-11-17 17:00:00,BOTL,rax,kim69,1331
867,31199/31811,TR1950,PLINE300,2022-11-09 15:00:00,2022-11-09 16:00:00,BOTL;TOPL,ASML,vanderey,1332
156,31199/00650,TR2000,PLINE300,2022-11-03 08:30:00,2022-11-03 12:30:00,,DSA,verstr99,1333
490,31199/01982,TR2000,PLINE300,2022-11-06 10:30:00,2022-11-06 11:00:00,,Filter changeout,kohyam95,1334
532,31199/01988,TR2000,PLINE300,2022-11-15 16:00:00,2022-11-15 17:00:00,,sto,bisschop,1335
733,31199/30117,TR2000,PLINE300,2022-11-02 19:00:00,2022-11-02 21:00:00,,coat,kato15,1336
734,31199/30117,TR2000,PLINE300,2022-11-08 21:00:00,2022-11-08 21:30:00,,coat,kato15,1337
785,31199/31191,TR2000,PLINE300,2022-11-17 10:30:00,2022-11-17 12:30:00,,e,hermansj,1338
868,31199/31811,TR2000,PLINE300,2022-11-09 15:00:00,2022-11-09 16:30:00,;ACAT,ASML,vanderey,1339
869,31199/31811,TR2000,PLINE300,2022-11-10 12:00:00,2022-11-10 18:00:00,,BMMO V4.2 exposure,schaap,1340
1451,98600/00962,TR2000,PLINE300,2022-10-31 11:00:00,2022-10-31 13:00:00,,coat;coat SOC,dauend87,1341
1452,98600/00962,TR2000,PLINE300,2022-11-07 09:00:00,2022-11-07 10:00:00,,coat,dauend87,1342
103,31007/30076,TR3300,PLINE300,2022-11-01 14:00:00,2022-11-01 15:00:00,,sec,nonaka89,1343
225,31199/00849,TR3300,PLINE300,2022-11-01 15:00:00,2022-11-01 16:00:00,,coat wafers,fukumu91,1344
318,31199/01514,TR3300,PLINE300,2022-11-02 18:00:00,2022-11-02 20:30:00,,test,furuka28,1345
319,31199/01514,TR3300,PLINE300,2022-11-04 14:00:00,2022-11-04 17:30:00,,test,furuka28,1346
320,31199/01514,TR3300,PLINE300,2022-11-07 13:00:00,2022-11-07 14:00:00,,test,schollw,1347
439,31199/01897,TR3300,PLINE300,2022-11-01 10:30:00,2022-11-01 11:00:00,,use,popesc83,1348
440,31199/01897,TR3300,PLINE300,2022-11-07 08:00:00,2022-11-07 08:30:00,,use,popesc83,1349
491,31199/01983,TR3300,PLINE300,2022-11-01 11:00:00,2022-11-01 12:00:00,,coat,kohyam95,1350
533,31199/01988,TR3300,PLINE300,2022-11-02 12:30:00,2022-11-02 14:00:00,,coat,vdbroecn,1351
534,31199/01988,TR3300,PLINE300,2022-11-15 15:00:00,2022-11-15 16:00:00,,hna,furuka28,1352
559,31199/02019,TR3300,PLINE300,2022-11-03 17:00:00,2022-11-03 19:30:00,,private,fukumu91,1353
706,31199/30079,TR3300,PLINE300,2022-10-31 08:30:00,2022-10-31 10:30:00,,test,dilien72,1354
707,31199/30079,TR3300,PLINE300,2022-11-02 08:00:00,2022-11-02 10:00:00,,test,dilien72,1355
708,31199/30079,TR3300,PLINE300,2022-11-03 03:00:00,2022-11-03 04:30:00,,test,vleerb85,1356
709,31199/30079,TR3300,PLINE300,2022-11-03 08:30:00,2022-11-03 11:00:00,,test,dilien72,1357
710,31199/30079,TR3300,PLINE300,2022-11-04 02:00:00,2022-11-04 05:00:00,,test,vleerb85,1358
711,31199/30079,TR3300,PLINE300,2022-11-04 07:30:00,2022-11-04 10:00:00,,test,dilien72,1359
712,31199/30079,TR3300,PLINE300,2022-11-05 14:00:00,2022-11-05 15:00:00,,test,le27,1360
713,31199/30079,TR3300,PLINE300,2022-11-07 00:00:00,2022-11-07 02:00:00,,test,vleerb85,1361
714,31199/30079,TR3300,PLINE300,2022-11-07 08:30:00,2022-11-07 11:00:00,,test,cloost23,1362
715,31199/30079,TR3300,PLINE300,2022-11-09 00:00:00,2022-11-09 02:00:00,,test,vleerb85,1363
716,31199/30079,TR3300,PLINE300,2022-11-09 07:30:00,2022-11-09 10:00:00,,test,cloost23,1364
717,31199/30079,TR3300,PLINE300,2022-11-10 08:30:00,2022-11-10 10:30:00,,test,cloost23,1365
724,31199/30092,TR3300,PLINE300,2022-11-02 20:30:00,2022-11-02 23:30:00,,Private use,oguma46,1366
725,31199/30092,TR3300,PLINE300,2022-11-03 13:00:00,2022-11-03 16:00:00,,Private use,oguma46,1367
726,31199/30092,TR3300,PLINE300,2022-11-07 21:00:00,2022-11-08 00:00:00,,Private use,oguma46,1368
735,31199/30117,TR3300,PLINE300,2022-11-02 14:00:00,2022-11-02 18:00:00,,coat,kato15,1369
736,31199/30117,TR3300,PLINE300,2022-11-07 19:30:00,2022-11-07 20:30:00,,coat,oka40,1370
826,31199/31247,TR3300,PLINE300,2022-10-31 14:00:00,2022-10-31 15:00:00,,Inpria,giorda12,1371
827,31199/31247,TR3300,PLINE300,2022-11-02 11:00:00,2022-11-02 12:00:00,,Inpria,decabo23,1372
828,31199/31247,TR3300,PLINE300,2022-11-03 11:00:00,2022-11-03 12:00:00,,Inpria,giorda12,1373
829,31199/31247,TR3300,PLINE300,2022-11-04 10:00:00,2022-11-04 14:00:00,,Inpria,deschepp,1374
830,31199/31247,TR3300,PLINE300,2022-11-07 11:00:00,2022-11-07 12:00:00,,Inpria,giorda12,1375
831,31199/31247,TR3300,PLINE300,2022-11-08 14:00:00,2022-11-08 15:00:00,,Inpria,giorda12,1376
832,31199/31247,TR3300,PLINE300,2022-11-09 10:00:00,2022-11-09 11:00:00,,Inpria,giorda12,1377
833,31199/31247,TR3300,PLINE300,2022-11-15 10:30:00,2022-11-15 13:00:00,,Inpria,giorda12,1378
834,31199/31247,TR3300,PLINE300,2022-11-16 10:30:00,2022-11-16 12:00:00,,Inpria,giorda12,1379
835,31199/31247,TR3300,PLINE300,2022-11-17 10:30:00,2022-11-17 11:30:00,,Inpria,giorda12,1380
1472,98601/00962,TR3300,PLINE300,2022-11-08 16:00:00,2022-11-08 18:00:00,,making samples,genjim61,1381
104,31007/30076,TR3400,PLINE300,2022-11-01 15:00:00,2022-11-01 16:00:00,,sec,nonaka89,1382
157,31199/00650,TR3400,PLINE300,2022-11-03 14:00:00,2022-11-03 16:00:00,,DSA,vanbel53,1383
158,31199/00650,TR3400,PLINE300,2022-11-08 16:30:00,2022-11-08 17:00:00,,DSA,verstr99,1384
159,31199/00650,TR3400,PLINE300,2022-11-10 17:00:00,2022-11-10 18:00:00,,DSA,vanbel53,1385
170,31199/00651,TR3400,PLINE300,2022-10-31 07:30:00,2022-10-31 08:00:00,,APC,das10,1386
215,31199/00653,TR3400,PLINE300,2022-11-03 08:30:00,2022-11-03 10:00:00,,AE228012,roy82,1387
216,31199/00653,TR3400,PLINE300,2022-11-03 11:00:00,2022-11-03 12:00:00,,training,vandeney,1388
217,31199/00653,TR3400,PLINE300,2022-11-04 02:30:00,2022-11-04 03:00:00,,Low-n exposure NALA,debacker,1389
226,31199/00849,TR3400,PLINE300,2022-11-02 08:30:00,2022-11-02 09:00:00,,intel,guzman11,1390
227,31199/00849,TR3400,PLINE300,2022-11-08 17:30:00,2022-11-08 18:00:00,,intel,guzman11,1391
276,31199/01321,TR3400,PLINE300,2022-11-03 16:00:00,2022-11-03 17:00:00,,ASM JDP,gupta76,1392
295,31199/01413,TR3400,PLINE300,2022-10-31 15:30:00,2022-10-31 16:30:00,,Brewer,vdries51,1393
321,31199/01514,TR3400,PLINE300,2022-11-02 20:00:00,2022-11-02 21:30:00,,JSR,furuka28,1394
335,31199/01617,TR3400,PLINE300,2022-11-02 14:00:00,2022-11-02 15:00:00,,LAM,gupta76,1395
411,31199/01876,TR3400,PLINE300,2022-11-02 17:00:00,2022-11-02 18:00:00,,APC,gupta76,1396
412,31199/01876,TR3400,PLINE300,2022-11-04 02:00:00,2022-11-04 02:30:00,,Low-n exposures,debacker,1397
414,31199/01877,TR3400,PLINE300,2022-11-08 13:30:00,2022-11-08 14:00:00,,APC,vlookl,1398
419,31199/01878,TR3400,PLINE300,2022-11-04 09:30:00,2022-11-04 10:00:00,,APC,vlookl,1399
420,31199/01878,TR3400,PLINE300,2022-11-04 17:00:00,2022-11-04 18:00:00,,APC,vlookl,1400
421,31199/01878,TR3400,PLINE300,2022-11-14 17:00:00,2022-11-14 18:00:00,,APC,vlookl,1401
432,31199/01890,TR3400,PLINE300,2022-11-08 14:00:00,2022-11-08 16:30:00,,Training Arijit w TEL/Murat,das89,1402
433,31199/01890,TR3400,PLINE300,2022-11-14 15:00:00,2022-11-14 17:00:00,,Training Arijit w. TEL/Murat,das89,1403
441,31199/01897,TR3400,PLINE300,2022-11-02 16:00:00,2022-11-02 17:00:00,,IRRESISTIBLE MATERIA,popesc83,1404
535,31199/01988,TR3400,PLINE300,2022-10-31 17:00:00,2022-10-31 17:30:00,,AP3,naqvi66,1405
536,31199/01988,TR3400,PLINE300,2022-11-01 19:30:00,2022-11-01 20:30:00,,exp,oka40,1406
537,31199/01988,TR3400,PLINE300,2022-11-03 17:00:00,2022-11-03 18:00:00,,AP3,drent34,1407
538,31199/01988,TR3400,PLINE300,2022-11-03 21:30:00,2022-11-03 22:00:00,,AP3,drent34,1408
539,31199/01988,TR3400,PLINE300,2022-11-17 16:00:00,2022-11-17 18:00:00,,Western Digital,takaha90,1409
560,31199/02019,TR3400,PLINE300,2022-11-03 19:30:00,2022-11-03 21:30:00,,TOK,fukumu91,1410
623,31199/02273,TR3400,PLINE300,2022-11-01 18:00:00,2022-11-01 19:30:00,,making samples,genjim61,1411
624,31199/02273,TR3400,PLINE300,2022-11-04 14:00:00,2022-11-04 14:30:00,,module check,genjim61,1412
625,31199/02273,TR3400,PLINE300,2022-11-08 18:00:00,2022-11-08 18:30:00,,making samples,genjim61,1413
718,31199/30079,TR3400,PLINE300,2022-10-31 10:00:00,2022-10-31 11:00:00,,test,dilien72,1414
719,31199/30079,TR3400,PLINE300,2022-11-02 09:00:00,2022-11-02 10:00:00,,test,dilien72,1415
720,31199/30079,TR3400,PLINE300,2022-11-03 10:00:00,2022-11-03 11:00:00,,test,dilien72,1416
721,31199/30079,TR3400,PLINE300,2022-11-10 10:00:00,2022-11-10 11:00:00,,test,cloost23,1417
737,31199/30117,TR3400,PLINE300,2022-11-02 18:00:00,2022-11-02 20:00:00,,exp,kato15,1418
738,31199/30117,TR3400,PLINE300,2022-11-08 19:30:00,2022-11-08 20:30:00,,exposure,kato15,1419
747,31199/31021,TR3400,PLINE300,2022-10-31 16:30:00,2022-10-31 17:00:00,,process,dauend87,1420
748,31199/31021,TR3400,PLINE300,2022-11-15 17:00:00,2022-11-15 17:30:00,,HW check,dauend87,1421
753,31199/31074,TR3400,PLINE300,2022-11-09 15:00:00,2022-11-09 16:00:00,,coat,kato15,1422
786,31199/31191,TR3400,PLINE300,2022-11-02 15:00:00,2022-11-02 16:00:00,,APC,vanderey,1423
787,31199/31191,TR3400,PLINE300,2022-11-10 14:00:00,2022-11-10 16:00:00,,AE209599,hermansj,1424
870,31199/31811,TR3400,PLINE300,2022-11-02 23:00:00,2022-11-03 00:00:00,,HOWS Wafer Stage Sensor clean,stopa,1425
871,31199/31811,TR3400,PLINE300,2022-11-04 07:30:00,2022-11-04 08:00:00,,Scanner monitoring on Sub E0 & F,aubert85,1426
872,31199/31811,TR3400,PLINE300,2022-11-04 14:30:00,2022-11-04 16:00:00,,"Filter installation 11-3,4",drent34,1427
873,31199/31811,TR3400,PLINE300,2022-11-05 14:00:00,2022-11-05 18:00:00,,scanner monitor,aubert85,1428
874,31199/31811,TR3400,PLINE300,2022-11-07 23:00:00,2022-11-08 00:00:00,,PWWGNE monitor,schaap,1429
875,31199/31811,TR3400,PLINE300,2022-11-09 23:00:00,2022-11-10 00:00:00,,HOWS Wafer Stage Sensor clean,stopa,1430
876,31199/31811,TR3400,PLINE300,2022-11-11 07:30:00,2022-11-11 08:00:00,,Scanner monitoring on Sub E0 & F,aubert85,1431
877,31199/31811,TR3400,PLINE300,2022-11-12 14:00:00,2022-11-12 18:00:00,,scanner monitor,aubert85,1432
878,31199/31811,TR3400,PLINE300,2022-11-16 23:00:00,2022-11-17 00:00:00,,HOWS Wafer Stage Sensor clean,stopa,1433
879,31199/31811,TR3400,PLINE300,2022-11-18 07:30:00,2022-11-18 08:00:00,,Scanner monitoring on Sub E0 & F,aubert85,1434
1453,98600/00962,TR3400,PLINE300,2022-10-31 14:00:00,2022-10-31 15:30:00,,process lot,dauend87,1435
1454,98600/00962,TR3400,PLINE300,2022-11-01 14:00:00,2022-11-01 15:00:00,,expo,dauend87,1436
1473,98601/00962,TR3400,PLINE300,2022-11-01 15:30:00,2022-11-01 18:00:00,,making samples,genjim61,1437
1474,98601/00962,TR3400,PLINE300,2022-11-02 10:00:00,2022-11-02 11:00:00,,making samples,dauend87,1438
1475,98601/00962,TR3400,PLINE300,2022-11-09 10:00:00,2022-11-09 11:00:00,,making samples,genjim61,1439
1492,98601/01971,TR3400,PLINE300,2022-11-08 18:30:00,2022-11-08 19:30:00,,pillar,gauber22,1440
1493,98601/01971,TR3400,PLINE300,2022-11-15 18:00:00,2022-11-15 19:00:00,,pillar,gauber22,1441
106,31007/30121,TRDUOS,PLINE300,2022-11-04 10:30:00,2022-11-04 12:00:00,BOTL,Zeon,akihid10,1442
160,31199/00650,TRDUOS,PLINE300,2022-11-03 09:00:00,2022-11-03 13:30:00,BOTL,DSA,vanbel53,1443
161,31199/00650,TRDUOS,PLINE300,2022-11-07 14:30:00,2022-11-08 00:00:00,BOTL,DSA,vanbel53;verstr99,1444
162,31199/00650,TRDUOS,PLINE300,2022-11-08 17:00:00,2022-11-09 00:00:00,BOTL,DSA,verstr99,1445
163,31199/00650,TRDUOS,PLINE300,2022-11-09 09:30:00,2022-11-09 10:00:00,BOTL,DSA,verstr99,1446
164,31199/00650,TRDUOS,PLINE300,2022-11-14 08:00:00,2022-11-14 11:00:00,BOTL,DSA,verstr99,1447
165,31199/00650,TRDUOS,PLINE300,2022-11-14 15:00:00,2022-11-14 17:00:00,BOTL,DSA,verstr99,1448
166,31199/00650,TRDUOS,PLINE300,2022-11-14 18:00:00,2022-11-15 00:00:00,BOTL,DSA,verstr99,1449
167,31199/00650,TRDUOS,PLINE300,2022-11-15 13:30:00,2022-11-15 14:00:00,BOTL,DSA,verstr99,1450
296,31199/01413,TRDUOS,PLINE300,2022-10-31 12:00:00,2022-10-31 14:00:00,BOTL,m,vdries51,1451
297,31199/01413,TRDUOS,PLINE300,2022-11-07 12:00:00,2022-11-07 13:00:00,BOTL,m,vdries51,1452
366,31199/01680,TRDUOS,PLINE300,2022-11-02 16:30:00,2022-11-02 18:00:00,BOTL,DSA,kampit73,1453
367,31199/01680,TRDUOS,PLINE300,2022-11-03 13:30:00,2022-11-03 15:30:00,BOTL,D_use;R,her70;kim94,1454
368,31199/01680,TRDUOS,PLINE300,2022-11-08 13:30:00,2022-11-08 14:00:00,BOTL,KrF,kampit73,1455
369,31199/01680,TRDUOS,PLINE300,2022-11-10 10:00:00,2022-11-10 12:00:00,BOTL,DSA,kampit73,1456
370,31199/01680,TRDUOS,PLINE300,2022-11-17 14:00:00,2022-11-17 14:30:00,BOTL,DSA,kampit73,1457
406,31199/01851,TRDUOS,PLINE300,2022-11-17 14:30:00,2022-11-17 17:00:00,BOTL,Manual coating,heo87,1458
442,31199/01897,TRDUOS,PLINE300,2022-11-01 10:00:00,2022-11-01 13:00:00,BOTL,use,popesc83,1459
443,31199/01897,TRDUOS,PLINE300,2022-11-07 08:30:00,2022-11-07 10:00:00,BOTL,use,popesc83,1460
540,31199/01988,TRDUOS,PLINE300,2022-10-31 16:30:00,2022-10-31 17:00:00,BOTL,Coating,naqvi66,1461
541,31199/01988,TRDUOS,PLINE300,2022-10-31 17:30:00,2022-10-31 18:00:00,BOTL,develop,naqvi66,1462
788,31199/31191,TRDUOS,PLINE300,2022-11-02 13:00:00,2022-11-02 16:30:00,BOTL;TOPL,FFEM DOE FEMS,vanderey,1463
789,31199/31191,TRDUOS,PLINE300,2022-11-03 11:00:00,2022-11-03 12:30:00,TOPL,test,caron34,1464
790,31199/31191,TRDUOS,PLINE300,2022-11-16 06:30:00,2022-11-16 10:00:00,BOTL;TOPL,MS3100 setup,vanderey,1465
791,31199/31191,TRDUOS,PLINE300,2022-11-16 13:00:00,2022-11-16 16:30:00,BOTL;TOPL,MS3100 testing,vanderey,1466
880,31199/31811,TRDUOS,PLINE300,2022-11-02 11:00:00,2022-11-02 12:00:00,BOTL;TOPL,SVDU training IM,vanderey,1467
218,31199/00653,TRPROAP,PLINE300,2022-11-16 09:00:00,2022-11-16 10:00:00,,coat,mingar54,1468
487,31199/01960,TRPROAP,PLINE300,2022-11-09 13:00:00,2022-11-09 15:00:00,,T1107,vanderey,1469
1026,32099/01821,TRPROAP,PLINE300,2022-11-03 09:00:00,2022-11-03 10:00:00,,coat,mingar54,1470
1027,32099/01821,TRPROAP,PLINE300,2022-11-03 11:00:00,2022-11-03 12:30:00,,dev,mingar54,1471
1028,32099/01821,TRPROAP,PLINE300,2022-11-08 09:00:00,2022-11-08 10:00:00,,coat,mingar54,1472
1029,32099/01821,TRPROAP,PLINE300,2022-11-08 11:00:00,2022-11-08 12:30:00,,dev,mingar54,1473
1030,32099/01821,TRPROAP,PLINE300,2022-11-10 10:00:00,2022-11-10 11:00:00,,coat,mingar54,1474
15,30990/01658,TXRF300,PLINE300,2022-11-16 14:00:00,2022-11-16 18:30:00,,ilime: 20221102-134049-maroza68,dara85,1475
933,31499/00379,TXRF300,PLINE300,2022-10-31 10:00:00,2022-10-31 14:00:00,,iLIME ID:20220819-103159-sinha70,dara85,1476
934,31499/00379,TXRF300,PLINE300,2022-11-04 07:00:00,2022-11-04 11:00:00,,iLIME ID:20220819-103159-sinha70,dara85,1477
935,31499/00379,TXRF300,PLINE300,2022-11-07 07:30:00,2022-11-07 10:30:00,,iLIME ID:20220819-103159-sinha70,dara85,1478
936,31499/00379,TXRF300,PLINE300,2022-11-14 14:00:00,2022-11-14 17:00:00,,iLIME ID:20220819-103159-sinha70,dara85,1479
1012,32099/01506,VERSALIS,PLINE300,2022-11-10 08:00:00,2022-11-10 19:00:00,LP1;PM1,TEOS processing,belov93,1480
1013,32099/01506,VERSALIS,PLINE300,2022-11-14 08:00:00,2022-11-14 20:00:00,LP1;PM1,TEOS processing,belov93,1481
1014,32099/01506,VERSALIS,PLINE300,2022-11-17 08:00:00,2022-11-17 20:00:00,LP1;PM1,TEOS processing,belov93,1482
1015,32099/01506,VERSALIS,PLINE300,2022-11-18 08:00:00,2022-11-18 19:00:00,LP1;PM1,TEOS processing,belov93,1483
79,30990/32063,XP4_2,PLINE300,2022-10-31 14:00:00,2022-11-01 12:00:00,LP2;PM2,hot purge,liang13,1484
80,30990/32063,XP4_2,PLINE300,2022-11-02 12:00:00,2022-11-02 15:00:00,LP2;PM2,TiN,rastog28,1485
81,30990/32063,XP4_2,PLINE300,2022-11-02 12:00:00,2022-11-02 18:00:00,LP3;PM3,HfOx Deposition,rastog28,1486
82,30990/32063,XP4_2,PLINE300,2022-11-07 11:00:00,2022-11-07 18:00:00,LP1,Internal development,homkar65,1487
83,30990/32063,XP4_2,PLINE300,2022-11-07 11:00:00,2022-11-08 00:00:00,PM2,Internal development,homkar65,1488
84,30990/32063,XP4_2,PLINE300,2022-11-07 18:00:00,2022-11-08 00:00:00,LP2;LP3,Internal development,homkar65,1489
85,30990/32063,XP4_2,PLINE300,2022-11-08 11:00:00,2022-11-08 13:00:00,LP2;LP3;PM2,TiN Deposition,rastog28,1490
86,30990/32063,XP4_2,PLINE300,2022-11-08 14:00:00,2022-11-08 17:00:00,LP2;LP3;PM2,TiN Deposition,rastog28,1491
87,30990/32063,XP4_2,PLINE300,2022-11-09 09:30:00,2022-11-09 19:00:00,LP2;PM2,"Ar test, TMA soak test and TiN d;TiN Deposition",homkar65;liang13,1492
88,30990/32063,XP4_2,PLINE300,2022-11-14 14:00:00,2022-11-15 02:00:00,LP1;LP2;LP3;PM1;PM2;PM3,DEMO related;demo,homkar65,1493
89,30990/32063,XP4_2,PLINE300,2022-11-15 09:30:00,2022-11-16 00:00:00,LP2;PM2,TMA soak,liang13,1494
90,30990/32063,XP4_2,PLINE300,2022-11-17 09:00:00,2022-11-18 00:00:00,LP2;PM2,TMA soak;TMA soak dummy and actual run,liang13,1495
1243,38199/00561,XP4_2,PLINE300,2022-11-10 10:00:00,2022-11-10 12:00:00,LP1;PM1,script recipes,popovici,1496
91,30990/32063,XP4_4,PLINE300,2022-11-02 16:00:00,2022-11-02 22:30:00,LP2;PM1,MAZO process devlop,thukka30,1497
92,30990/32063,XP4_4,PLINE300,2022-11-03 10:00:00,2022-11-03 19:00:00,LP1;PM1,MAZO develop,thukka30,1498
93,30990/32063,XP4_4,PLINE300,2022-11-04 13:00:00,2022-11-04 16:00:00,LP1;PM1,ZMO process development,chauha79,1499
94,30990/32063,XP4_4,PLINE300,2022-11-08 15:00:00,2022-11-08 19:00:00,LP1;PM1,ZMO-ozone process development,chauha79,1500
95,30990/32063,XP4_4,PLINE300,2022-11-09 12:00:00,2022-11-09 18:00:00,LP1;PM1,ZMO-ozone process development,chauha79,1501
96,30990/32063,XP4_4,PLINE300,2022-11-10 13:00:00,2022-11-10 21:00:00,LP1;PM1,ZMO-ozone process development,chauha79,1502
97,30990/32063,XP4_4,PLINE300,2022-11-14 09:00:00,2022-11-14 14:00:00,LP1;PM1,MAZO(H2O)nprocess deveop,thukka30,1503
98,30990/32063,XP4_4,PLINE300,2022-11-15 11:30:00,2022-11-15 19:00:00,LP1;PM1,MAZO process develop,thukka30,1504
99,30990/32063,XP4_4,PLINE300,2022-11-16 12:30:00,2022-11-16 16:00:00,LP1;PM1,MAZO develop,thukka30,1505
100,30990/32063,XP4_4,PLINE300,2022-11-17 11:00:00,2022-11-17 18:00:00,LP1;PM1,MAZO deve,thukka30,1506
971,31499/01284,XP4_4,PLINE300,2022-10-31 13:00:00,2022-10-31 20:00:00,LP1;PM1,MAZO w/ H2O recipe development,pavel13,1507
972,31499/01284,XP4_4,PLINE300,2022-11-03 22:00:00,2022-11-04 08:00:00,LP1;PM1,MAZO with H2O process and recipe,pavel13,1508
973,31499/01284,XP4_4,PLINE300,2022-11-04 22:00:00,2022-11-05 09:30:00,LP1;PM1,MAZO with H2O process and recipe,pavel13,1509
974,31499/01284,XP4_4,PLINE300,2022-11-07 00:00:00,2022-11-07 08:30:00,LP1;PM1,MAZO w/ H2O process development,pavel13,1510
975,31499/01284,XP4_4,PLINE300,2022-11-07 22:00:00,2022-11-08 08:00:00,LP1;PM1,MAZO w/ H2O process development,pavel13,1511
976,31499/01284,XP4_4,PLINE300,2022-11-14 21:00:00,2022-11-15 08:30:00,LP1;PM1,MAZO w/ H2O process development,pavel13,1512
977,31499/01284,XP4_4,PLINE300,2022-11-15 21:00:00,2022-11-16 08:30:00,LP1;PM1,MAZO w/ H2O process development,pavel13,1513
978,31499/01284,XP4_4,PLINE300,2022-11-16 21:00:00,2022-11-17 08:30:00,LP1;PM1,MAZO w/ H2O process recipe devel,pavel13,1514
909,31399/00039,XP8,PLINE300,2022-11-07 15:00:00,2022-11-07 17:00:00,DCM4;LP1,CTL lot AL216144/19 by operation,heylen,1515
1286,39423/01225,XP8,PLINE300,2022-11-16 15:00:00,2022-11-16 17:00:00,DCM4;LP1;LP2;LP3;LP4,new recipe test in DCM4,kimura50,1516
792,31199/31191,YS250,PLINE300,2022-11-03 13:00:00,2022-11-03 17:00:00,,test,caron34,1517
422,31199/01880,YS375,PLINE300,2022-11-07 12:00:00,2022-11-08 00:00:00,,m,jehoulc,1518
423,31199/01880,YS375,PLINE300,2022-11-08 09:30:00,2022-11-08 19:00:00,,m,jehoulc,1519
424,31199/01880,YS375,PLINE300,2022-11-09 09:00:00,2022-11-09 18:00:00,,m,jehoulc,1520
425,31199/01880,YS375,PLINE300,2022-11-16 09:00:00,2022-11-16 21:00:00,,m,jehoulc,1521
488,31199/01960,ZETA,PLINE300,2022-11-02 06:00:00,2022-11-02 10:00:00,,test,vanderey,1522
489,31199/01960,ZETA,PLINE300,2022-11-17 10:00:00,2022-11-17 14:30:00,,testing,vanderey,1523
1135,36003/02120,ZETA,PLINE300,2022-11-03 13:00:00,2022-11-03 17:00:00,,Recipe setting-testing,tuncaa41,1524
1136,36003/02120,ZETA,PLINE300,2022-11-04 09:00:00,2022-11-04 12:00:00,,REcipe setting and testing,tuncaa41,1525
1137,36003/02120,ZETA,PLINE300,2022-11-04 14:00:00,2022-11-04 17:00:00,,REcipe setting and testing,tuncaa41,1526
1138,36003/02120,ZETA,PLINE300,2022-11-08 09:00:00,2022-11-08 11:00:00,,REcipe setting and testing,tuncaa41,1527
